City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Baijiantan,CN,2020-05-06 00:30:19,45.63,85.18,54.21,39,5,17.85
306,Miri,MY,2020-05-06 00:30:19,4.41,114.01,80.6,88,75,6.93
307,Kilindoni,TZ,2020-05-06 00:30:19,-7.91,39.67,81.34,77,100,20.33
308,Moses Lake,US,2020-05-06 00:30:19,47.13,-119.28,80.6,32,40,4.7
309,Nanortalik,GL,2020-05-06 00:30:20,60.14,-45.24,40.55,77,100,11.72
310,Khovu-Aksy,RU,2020-05-06 00:30:20,51.13,93.6,36.09,71,36,8.48
311,Half Moon Bay,US,2020-05-06 00:27:28,37.46,-122.43,73.0,49,5,13.87
312,Hualmay,PE,2020-05-06 00:30:20,-11.1,-77.61,68.22,81,100,6.78
313,Pontianak,ID,2020-05-06 00:30:20,-0.03,109.33,83.62,77,97,3.4
314,Rio Gallegos,AR,2020-05-06 00:30:20,-51.62,-69.22,33.8,86,97,6.93
315,Sioux Lookout,CA,2020-05-06 00:26:35,50.1,-91.92,55.4,30,75,9.17
316,Ballarat,AU,2020-05-06 00:27:47,-37.57,143.85,55.0,85,100,3.0
317,Fukue,JP,2020-05-06 00:30:21,32.69,128.84,62.6,93,75,11.41
318,San Quintin,MX,2020-05-06 00:30:21,30.48,-115.95,70.99,61,0,12.66
319,Lithakia,GR,2020-05-06 00:30:21,37.72,20.83,53.6,93,0,4.34
320,Homer,US,2020-05-06 00:28:17,59.64,-151.55,55.4,35,20,9.17
321,San Andres,CO,2020-05-06 00:30:22,12.58,-81.7,84.2,79,75,10.29
322,Bereda,ES,2020-05-06 00:30:22,43.27,-7.54,53.01,91,1,5.01
323,Yuryevets,RU,2020-05-06 00:30:22,57.32,43.1,51.71,79,28,12.97
324,Asau,RO,2020-05-06 00:30:22,46.43,26.4,52.0,81,100,3.36
325,Krasnoye,UA,2020-05-06 00:30:22,49.91,24.61,39.2,93,45,8.95
326,Newport,GB,2020-05-06 00:30:22,51.59,-3.0,46.99,72,34,11.27
327,Vanavara,RU,2020-05-06 00:30:23,60.34,102.28,35.44,95,100,8.5
328,Hasaki,JP,2020-05-06 00:30:23,35.73,140.83,61.0,93,75,5.82
329,Mizan Teferi,ET,2020-05-06 00:30:23,6.98,35.58,62.69,92,98,2.98
330,Saint Anthony,US,2020-05-06 00:30:23,45.02,-93.22,59.0,26,1,3.36
331,Preili,LV,2020-05-06 00:30:23,56.29,26.72,47.41,90,100,12.41
332,Olinda,BR,2020-05-06 00:30:23,-8.01,-34.86,82.4,78,40,9.17
333,Grand Gaube,MU,2020-05-06 00:30:24,-20.01,57.66,73.99,86,8,7.0
334,Tucuma,BR,2020-05-06 00:30:24,-0.18,-50.05,76.12,95,100,5.53
335,Maidstone,GB,2020-05-06 00:26:07,51.27,0.52,46.99,76,0,7.9
336,Campbell River,CA,2020-05-06 00:30:24,50.02,-125.24,60.8,51,40,5.82
337,Palana,RU,2020-05-06 00:25:48,59.12,159.97,36.07,81,100,22.03
338,Vostok,RU,2020-05-06 00:30:25,46.49,135.88,52.56,42,66,6.22
339,Kulhudhuffushi,MV,2020-05-06 00:26:28,6.62,73.07,85.37,79,83,10.02
340,Provideniya,RU,2020-05-06 00:25:30,64.38,-173.3,32.0,75,46,8.95
341,Noumea,NC,2020-05-06 00:30:04,-22.28,166.46,73.0,77,75,10.29
342,Malchevskaya,RU,2020-05-06 00:30:25,49.06,40.36,55.9,88,74,5.14
343,Coromandel,BR,2020-05-06 00:30:25,-18.47,-47.2,62.04,90,100,1.34
344,Lubango,AO,2020-05-06 00:30:25,-14.92,13.49,58.69,63,11,5.48
345,Dunedin,NZ,2020-05-06 00:30:26,-45.87,170.5,55.42,65,70,8.46
346,Shieli,KZ,2020-05-06 00:30:26,44.17,66.75,63.21,29,100,20.71
347,Yeppoon,AU,2020-05-06 00:30:26,-23.13,150.73,73.4,56,20,16.11
348,Saint-Joseph,RE,2020-05-06 00:30:26,-21.37,55.62,71.6,78,42,3.36
349,Rio Grande,BR,2020-05-06 00:29:22,-32.03,-52.1,57.99,69,99,8.01
350,Ystad,SE,2020-05-06 00:30:27,55.43,13.82,41.0,93,0,8.05
351,Fortuna,US,2020-05-06 00:30:27,40.6,-124.16,59.0,87,90,12.75
352,San Policarpo,PH,2020-05-06 00:30:27,12.18,125.51,85.28,74,77,7.96
353,Ampanihy,MG,2020-05-06 00:30:27,-24.7,44.75,61.9,92,60,7.23
354,Huntington,US,2020-05-06 00:30:27,38.42,-82.45,53.01,87,90,6.93
355,Zanjan,IR,2020-05-06 00:30:28,36.67,48.48,54.88,56,0,6.31
356,Camabatela,AO,2020-05-06 00:30:28,-8.19,15.38,65.21,96,99,3.18
357,Maceio,BR,2020-05-06 00:26:27,-9.67,-35.74,77.0,94,40,3.36
358,Tomatlan,MX,2020-05-06 00:30:28,19.93,-105.25,78.21,60,0,4.43
359,Urengoy,RU,2020-05-06 00:30:29,65.97,78.37,33.19,99,100,7.52
360,Royan,FR,2020-05-06 00:30:29,45.63,-1.03,55.4,87,18,1.12
361,Kuusamo,FI,2020-05-06 00:28:38,65.97,29.18,33.8,64,99,6.93
362,Seoul,KR,2020-05-06 00:30:29,37.57,126.98,66.2,55,1,3.04
363,Cedar City,US,2020-05-06 00:29:06,37.68,-113.06,75.2,11,1,6.93
364,Kapiri Mposhi,ZM,2020-05-06 00:30:30,-13.97,28.68,54.23,74,0,5.53
365,Madison Heights,US,2020-05-06 00:30:30,42.49,-83.11,46.4,39,90,10.29
366,Okha,RU,2020-05-06 00:30:30,53.57,142.95,38.98,73,100,16.17
367,Dabola,GN,2020-05-06 00:30:30,10.75,-11.12,78.93,77,94,2.35
368,Saldanha,ZA,2020-05-06 00:30:31,-33.01,17.94,57.2,87,0,4.7
369,Ushirombo,TZ,2020-05-06 00:30:31,-3.49,31.96,63.66,96,0,2.62
370,Ilulissat,GL,2020-05-06 00:30:31,69.22,-51.1,28.4,63,0,11.41
371,Shache,CN,2020-05-06 00:30:32,38.42,77.24,64.51,47,100,10.47
372,Bathsheba,BB,2020-05-06 00:30:32,13.22,-59.52,80.6,78,40,18.34
373,Guerrero Negro,MX,2020-05-06 00:26:22,27.98,-114.06,74.97,51,0,17.92
374,Yumen,CN,2020-05-06 00:30:32,40.28,97.2,52.12,74,100,2.08
375,Tripoli,LY,2020-05-06 00:30:32,32.88,13.19,77.34,34,0,10.92
376,Limon,CR,2020-05-06 00:30:32,10.0,-83.03,81.0,86,100,1.3
377,Vao,NC,2020-05-06 00:30:33,-22.67,167.48,71.8,75,100,26.24
378,Zeya,RU,2020-05-06 00:30:33,53.75,127.27,56.62,34,0,3.27
379,Kemin,KG,2020-05-06 00:30:33,42.78,75.69,49.95,52,61,5.26
380,Tommot,RU,2020-05-06 00:30:34,58.96,126.29,49.37,58,0,4.59
381,Berlevag,NO,2020-05-06 00:25:51,70.86,29.09,38.07,80,100,26.75
382,Betare Oya,CM,2020-05-06 00:30:34,5.6,14.08,68.18,95,32,5.01
383,Martapura,ID,2020-05-06 00:25:51,-3.42,114.85,81.12,84,25,2.35
384,Deputatskiy,RU,2020-05-06 00:30:34,69.3,139.9,20.01,96,100,3.71
385,Tokonou,GN,2020-05-06 00:30:34,9.65,-9.78,73.02,83,98,1.7
386,Dawei,MM,2020-05-06 00:30:35,14.08,98.2,85.68,71,20,2.24
387,Makakilo City,US,2020-05-06 00:28:15,21.35,-158.09,84.2,45,20,6.93
388,Winterberg,DE,2020-05-06 00:30:35,51.2,8.53,39.0,89,0,2.21
389,Zaysan,KZ,2020-05-06 00:30:35,47.47,84.87,42.22,61,4,10.25
390,Ambon,ID,2020-05-06 00:30:35,-3.7,128.18,84.99,72,47,1.43
391,Paka,MY,2020-05-06 00:30:36,4.64,103.44,77.0,94,20,1.12
392,Zhuhai,CN,2020-05-06 00:30:36,22.28,113.57,86.0,88,40,10.29
393,Kashi,CN,2020-05-06 00:30:36,39.45,75.98,60.8,48,75,6.71
394,Bolshoye Nagatkino,RU,2020-05-06 00:30:36,54.52,47.97,53.6,46,49,6.71
395,Kenai,US,2020-05-06 00:30:36,60.55,-151.26,60.8,52,1,10.29
396,Mayor Pablo Lagerenza,PY,2020-05-06 00:30:37,-19.93,-60.77,72.32,96,100,3.2
397,Cyangugu,RW,2020-05-06 00:30:37,-2.48,28.91,59.88,89,0,0.43
398,Hobyo,SO,2020-05-06 00:30:37,5.35,48.53,82.36,78,100,5.5
399,Sibolga,ID,2020-05-06 00:30:37,1.74,98.78,78.1,81,100,3.02
400,Diapaga,BF,2020-05-06 00:30:37,12.07,1.79,91.36,30,0,3.71
401,Kota Belud,MY,2020-05-06 00:30:38,6.35,116.43,82.99,78,20,3.36
402,Mansa,IN,2020-05-06 00:30:38,29.98,75.38,82.8,36,97,7.4
403,Lander,US,2020-05-06 00:30:38,42.83,-108.73,64.4,16,1,16.11
404,Biloela,AU,2020-05-06 00:30:38,-24.42,150.5,75.76,40,0,16.64
405,Labuhan,ID,2020-05-06 00:25:52,-6.88,112.21,80.02,85,1,6.96
406,Nevsehir,TR,2020-05-06 00:30:38,38.92,34.67,44.15,90,0,4.7
407,Neiafu,TO,2020-05-06 00:30:38,-18.65,-173.98,86.0,70,40,9.17
408,Jalu,LY,2020-05-06 00:30:39,29.03,21.55,62.69,40,0,9.86
409,Vanimo,PG,2020-05-06 00:30:39,-2.67,141.3,88.16,61,39,0.76
410,Rassvet,RU,2020-05-06 00:30:39,46.83,40.75,55.67,91,100,5.39
411,Edea,CM,2020-05-06 00:30:39,3.8,10.13,80.6,94,40,1.39
412,Omboue,GA,2020-05-06 00:30:39,-1.57,9.26,77.99,92,69,4.12
413,Thohoyandou,ZA,2020-05-06 00:30:39,-22.95,30.48,59.18,76,0,1.74
414,Ordzhonikidze,KZ,2020-05-06 00:30:39,52.44,61.74,51.98,48,0,7.78
415,Kodinsk,RU,2020-05-06 00:30:40,58.69,99.18,38.14,92,100,4.79
416,Shenjiamen,CN,2020-05-06 00:30:40,29.96,122.3,65.5,92,100,8.3
417,Trairi,BR,2020-05-06 00:30:40,-3.28,-39.27,77.72,90,99,9.1
418,Awbari,LY,2020-05-06 00:30:40,26.59,12.78,70.59,23,0,6.4
419,Buraydah,SA,2020-05-06 00:30:40,26.33,43.98,77.0,73,0,10.29
420,Vila Velha,BR,2020-05-06 00:29:06,-20.33,-40.29,73.4,83,16,11.41
421,Svetlaya,RU,2020-05-06 00:30:41,46.54,138.33,45.01,69,0,6.76
422,Adolfo Lopez Mateos,MX,2020-05-06 00:30:41,28.47,-107.3,79.0,18,85,8.99
423,Springfield,US,2020-05-06 00:28:57,37.22,-93.3,66.99,37,1,14.99
424,Bentiu,SS,2020-05-06 00:30:41,9.23,29.83,85.42,47,91,4.23
425,Kruisfontein,ZA,2020-05-06 00:30:41,-34.0,24.73,55.74,69,0,5.93
426,Bonthe,SL,2020-05-06 00:30:42,7.53,-12.51,80.83,86,100,4.18
427,Salalah,OM,2020-05-06 00:30:42,17.02,54.09,82.4,83,40,2.24
428,Mount Isa,AU,2020-05-06 00:30:42,-20.73,139.5,77.0,38,0,17.22
429,Itaituba,BR,2020-05-06 00:30:42,-4.28,-55.98,75.61,96,100,0.87
430,Ranong,TH,2020-05-06 00:30:42,9.97,98.63,78.8,100,43,2.24
431,Danilovka,RU,2020-05-06 00:30:42,50.36,44.12,57.15,79,14,13.73
432,Minudasht,IR,2020-05-06 00:30:43,37.23,55.37,62.6,77,5,9.37
433,Canton,CN,2020-05-06 00:30:43,23.12,113.25,88.0,74,40,6.71
434,Thornbury,GB,2020-05-06 00:30:43,52.23,-2.55,44.01,79,0,1.01
435,Chinhoyi,ZW,2020-05-06 00:30:43,-17.37,30.2,54.63,66,0,3.58
436,Pacific Grove,US,2020-05-06 00:27:10,36.62,-121.92,68.0,60,1,10.29
437,Paithan,IN,2020-05-06 00:30:43,19.48,75.38,82.4,58,0,2.24
438,Manono,CD,2020-05-06 00:30:44,-7.3,27.42,69.51,87,64,2.89
439,Manyana,BW,2020-05-06 00:30:44,-23.4,21.72,58.35,36,0,6.2
440,Libreville,GA,2020-05-06 00:30:44,0.39,9.45,78.8,94,40,4.7
441,Isangel,VU,2020-05-06 00:30:44,-19.55,169.27,71.89,86,100,9.71
442,Khatanga,RU,2020-05-06 00:30:44,71.97,102.5,7.0,91,0,13.0
443,Verkhniy Baskunchak,RU,2020-05-06 00:30:45,48.23,46.72,61.25,51,88,12.41
444,Ribas Do Rio Pardo,BR,2020-05-06 00:30:45,-20.44,-53.76,70.86,61,0,3.58
445,Nova Vicosa,BR,2020-05-06 00:30:45,-17.89,-39.37,73.08,76,0,7.56
446,Titisee-Neustadt,DE,2020-05-06 00:30:45,47.9,8.17,48.99,80,100,3.62
447,Zharkent,KZ,2020-05-06 00:30:45,44.16,80.0,55.26,38,0,1.45
448,Puerto Colombia,CO,2020-05-06 00:27:51,10.99,-74.95,82.4,83,91,9.17
449,Kornwestheim,DE,2020-05-06 00:30:46,48.86,9.19,46.0,66,0,9.17
450,Nalagarh,IN,2020-05-06 00:30:46,31.05,76.72,73.81,45,0,4.43
451,Klyuchi,RU,2020-05-06 00:30:46,52.27,79.17,44.89,59,0,6.71
452,Faanui,PF,2020-05-06 00:26:09,-16.48,-151.75,82.18,76,47,9.78
453,Tonantins,BR,2020-05-06 00:30:46,-2.87,-67.8,75.7,96,92,2.66
454,Filingue,NE,2020-05-06 00:30:46,14.35,3.32,89.83,23,0,6.17
455,The Pas,CA,2020-05-06 00:30:46,53.83,-101.25,50.0,29,1,6.93
456,Belyy Yar,RU,2020-05-06 00:30:47,53.6,91.39,42.8,56,99,6.71
457,Cherskiy,RU,2020-05-06 00:30:47,68.75,161.3,30.54,93,0,4.68
458,Panaba,MX,2020-05-06 00:30:47,21.28,-88.27,83.89,60,100,8.5
459,Richards Bay,ZA,2020-05-06 00:30:47,-28.78,32.04,65.93,80,50,7.94
460,Antalaha,MG,2020-05-06 00:30:47,-14.9,50.28,73.71,86,17,5.53
461,Moussoro,TD,2020-05-06 00:30:48,13.64,16.49,84.52,14,70,11.68
462,Agadez,NE,2020-05-06 00:30:48,19.75,10.25,76.46,17,0,12.37
463,Chicama,PE,2020-05-06 00:30:48,-7.84,-79.15,71.01,75,3,4.81
464,Diamantino,BR,2020-05-06 00:27:56,-14.41,-56.45,77.32,70,75,3.85
465,Alice Springs,AU,2020-05-06 00:30:48,-23.7,133.88,64.4,23,0,8.05
466,Calatayud,ES,2020-05-06 00:30:48,41.35,-1.64,64.4,77,0,2.24
467,Roald,NO,2020-05-06 00:30:48,62.58,6.13,46.0,93,100,23.04
468,Mitu,CO,2020-05-06 00:30:01,1.2,-70.17,74.62,96,1,2.1
469,Coihaique,CL,2020-05-06 00:30:49,-45.58,-72.07,41.0,86,53,6.93
470,Port Macquarie,AU,2020-05-06 00:28:18,-31.43,152.92,68.0,74,41,3.67
471,Aguimes,ES,2020-05-06 00:30:49,27.91,-15.45,66.99,63,20,13.87
472,Magan,ES,2020-05-06 00:30:49,39.97,-3.93,57.0,66,13,8.05
473,Taoudenni,ML,2020-05-06 00:30:49,22.68,-3.98,91.04,11,0,6.11
474,Port Hawkesbury,CA,2020-05-06 00:30:50,45.62,-61.35,35.01,97,90,17.22
475,Broken Hill,AU,2020-05-06 00:30:50,-31.95,141.43,62.6,42,97,14.99
476,Seredka,RU,2020-05-06 00:30:50,58.16,28.19,46.4,70,97,6.71
477,Goderich,CA,2020-05-06 00:30:50,43.75,-81.72,48.99,80,100,11.61
478,Havoysund,NO,2020-05-06 00:30:50,71.0,24.66,41.0,65,74,20.8
479,Vallenar,CL,2020-05-06 00:30:50,-28.57,-70.76,60.48,68,0,1.19
480,Ubinskoye,RU,2020-05-06 00:30:51,55.31,79.68,45.81,65,99,12.39
481,Baoying,CN,2020-05-06 00:30:51,33.23,119.31,65.34,73,6,11.05
482,Pozo Colorado,PY,2020-05-06 00:30:51,-23.49,-58.8,69.78,94,80,9.78
483,Yuncheng,CN,2020-05-06 00:30:51,35.02,110.99,72.14,42,0,13.71
484,Lerwick,GB,2020-05-06 00:28:37,60.15,-1.15,48.2,76,84,16.11
485,Kasongo,CD,2020-05-06 00:30:51,-4.45,26.67,70.09,98,0,3.15
486,Makokou,GA,2020-05-06 00:30:51,0.57,12.86,71.67,96,100,1.21
487,Katangli,RU,2020-05-06 00:30:52,51.71,143.23,42.85,63,91,13.29
488,Semirom,IR,2020-05-06 00:30:52,31.42,51.57,53.31,46,99,7.0
489,Gawler,AU,2020-05-06 00:30:41,-34.6,138.73,63.0,46,100,5.01
490,Leshukonskoye,RU,2020-05-06 00:30:52,64.9,45.76,30.04,98,55,2.71
491,Sri Aman,MY,2020-05-06 00:30:52,1.24,111.46,77.0,94,75,2.24
492,Gizo,SB,2020-05-06 00:30:52,-8.1,156.84,84.13,64,56,1.01
493,Whitianga,NZ,2020-05-06 00:30:53,-36.83,175.7,60.01,63,0,5.99
494,Bismarck,US,2020-05-06 00:30:53,46.81,-100.78,54.0,46,20,13.87
495,Rovenki,UA,2020-05-06 00:30:53,48.08,39.38,52.45,96,91,5.53
496,Nouna,BF,2020-05-06 00:30:53,12.73,-3.87,92.84,26,86,3.27
497,Berdigestyakh,RU,2020-05-06 00:26:06,62.1,126.7,42.58,62,95,5.35
498,Augusto Correa,BR,2020-05-06 00:26:22,-1.02,-46.63,76.73,96,100,6.26
499,Carupano,VE,2020-05-06 00:30:54,10.67,-63.26,78.98,82,97,13.22
500,Zalantun,CN,2020-05-06 00:30:54,48.0,122.72,62.22,31,0,3.2
501,Montijo,PT,2020-05-06 00:30:54,38.71,-8.97,62.6,88,40,6.93
502,Muros,ES,2020-05-06 00:30:54,42.78,-9.06,60.01,88,15,5.99
503,Sydney Mines,CA,2020-05-06 00:30:54,46.24,-60.22,37.0,93,90,4.7
504,Prince George,CA,2020-05-06 00:26:43,53.92,-122.75,60.01,33,1,5.82
505,Riyadh,SA,2020-05-06 00:27:27,24.69,46.72,80.6,57,75,5.53
506,Bud,US,2020-05-06 00:30:55,39.45,-86.18,45.0,70,90,11.41
507,Sal Rei,CV,2020-05-06 00:30:55,16.18,-22.92,71.6,78,75,14.99
508,Pochutla,MX,2020-05-06 00:30:55,15.74,-96.47,87.01,66,100,4.27
509,Capao Da Canoa,BR,2020-05-06 00:26:43,-29.75,-50.01,66.0,87,93,7.16
510,Marienburg,PL,2020-05-06 00:30:55,54.04,19.03,45.0,100,43,13.85
511,Yar-Sale,RU,2020-05-06 00:30:56,66.83,70.83,32.49,98,100,7.65
512,Parfenyevo,RU,2020-05-06 00:30:56,58.48,43.41,53.06,91,78,6.82
513,Sitio Novo Do Tocantins,BR,2020-05-06 00:30:56,-5.52,-47.46,74.8,94,98,4.59
514,Lata,PT,2020-05-06 00:30:56,40.16,-8.33,62.01,89,0,1.99
515,Husavik,IS,2020-05-06 00:30:56,66.04,-17.34,41.0,60,0,18.34
516,Chapais,CA,2020-05-06 00:30:56,49.78,-74.85,37.4,40,1,4.7
517,Springbok,ZA,2020-05-06 00:30:57,-29.66,17.89,58.8,32,87,6.89
518,Patitirion,GR,2020-05-06 00:30:57,39.15,23.87,64.99,41,0,3.0
519,Lorengau,PG,2020-05-06 00:30:57,-2.02,147.27,83.37,79,98,6.87
520,Carmo Do Rio Claro,BR,2020-05-06 00:30:57,-20.97,-46.12,62.78,88,65,2.15
521,Houma,US,2020-05-06 00:29:07,29.6,-90.72,84.99,61,1,5.82
522,Vestmannaeyjar,IS,2020-05-06 00:30:57,63.44,-20.27,44.26,85,100,10.54
523,Ambilobe,MG,2020-05-06 00:30:58,-13.2,49.05,71.76,90,16,2.82
524,Toora-Khem,RU,2020-05-06 00:30:58,52.47,96.11,37.98,71,99,7.2
525,Progreso,MX,2020-05-06 00:30:58,21.28,-89.67,89.6,55,75,11.41
526,Caudry,FR,2020-05-06 00:30:58,50.12,3.41,51.01,64,30,1.99
527,Santana,BR,2020-05-06 00:30:58,-0.06,-51.18,80.6,100,75,3.36
528,Padang,ID,2020-05-06 00:30:58,-0.95,100.35,77.77,86,100,8.12
529,Najran,SA,2020-05-06 00:30:59,17.49,44.13,73.4,60,40,3.49
530,Dailly,CH,2020-05-06 00:30:59,46.2,7.03,55.4,93,2,2.24
531,Okhotsk,RU,2020-05-06 00:30:59,59.38,143.3,39.02,70,0,12.84
532,Tual,ID,2020-05-06 00:30:59,-5.67,132.75,83.32,80,41,16.24
533,Grindavik,IS,2020-05-06 00:30:59,63.84,-22.43,42.8,81,75,10.29
534,Huaicheng,CN,2020-05-06 00:31:00,23.91,112.19,84.83,72,3,3.13
535,Rudbar,AF,2020-05-06 00:31:00,30.15,62.6,78.19,19,0,3.58
536,Komarichi,RU,2020-05-06 00:31:00,52.42,34.79,51.49,94,79,5.46
537,Camacha,PT,2020-05-06 00:31:00,33.08,-16.33,62.6,82,20,2.24
538,Casablanca,MA,2020-05-06 00:26:39,33.59,-7.62,66.0,88,40,6.93
539,Verkhniy Uslon,RU,2020-05-06 00:31:00,55.77,48.98,51.8,50,0,8.95
540,Socorro,US,2020-05-06 00:26:19,31.65,-106.3,82.4,17,5,13.87
541,Pudozh,RU,2020-05-06 00:31:01,61.81,36.53,42.71,92,100,6.33
542,Wattegama,LK,2020-05-06 00:31:01,6.8,81.48,77.67,86,4,2.04
543,Torres,BR,2020-05-06 00:31:01,-29.34,-49.73,65.68,90,100,3.22
544,Nhulunbuy,AU,2020-05-06 00:31:01,-12.23,136.77,82.4,61,75,16.11
545,Port Hardy,CA,2020-05-06 00:31:01,50.7,-127.42,57.2,54,75,16.11
546,Buala,SB,2020-05-06 00:31:02,-8.14,159.59,86.25,60,0,0.54
547,Saumur,FR,2020-05-06 00:31:02,47.33,-0.25,54.0,93,0,4.7
548,Vangaindrano,MG,2020-05-06 00:31:02,-23.35,47.6,69.1,88,58,5.21
549,El Alto,PE,2020-05-06 00:29:11,-4.27,-81.21,69.85,83,9,12.59
550,Monte Patria,CL,2020-05-06 00:31:03,-30.69,-70.95,60.75,55,0,0.36
551,Izhma,RU,2020-05-06 00:31:03,65.01,53.91,31.89,98,99,3.44
552,Ayagoz,KZ,2020-05-06 00:31:03,47.97,80.44,38.32,73,0,15.08
553,Flin Flon,CA,2020-05-06 00:30:26,54.77,-101.86,48.2,26,20,5.82
554,Edd,ER,2020-05-06 00:31:04,13.93,41.69,89.98,50,96,14.25
555,Phan Thiet,VN,2020-05-06 00:31:05,10.93,108.1,85.12,68,35,4.76
556,Yangjiang,CN,2020-05-06 00:28:49,21.85,111.97,80.94,85,87,8.86
557,Dimapur,IN,2020-05-06 00:31:05,25.9,93.73,78.82,65,0,0.25
558,Axim,GH,2020-05-06 00:31:06,4.87,-2.24,80.98,86,0,5.77
559,Menongue,AO,2020-05-06 00:31:06,-14.66,17.69,61.27,63,44,5.03
